index,dish_id,display_name,category,cuisine,serving_grams,calories,protein,carbs,fat,fiber,sodium
947,SOPAIPILLA,Sopaipilla,other,international,100,520,6.0,60.0,28.0,2.5,450
948,UKHA,Ukha,other,international,100,520,6.0,60.0,28.0,2.5,450
949,SVÍČKOVÁ,Svíčková,other,international,100,520,6.0,60.0,28.0,2.5,450
950,TÚRÓS_CSUSZA,Túrós csusza,other,international,100,520,6.0,60.0,28.0,2.5,450
951,PINNEKJØTT,Pinnekjøtt,other,international,100,520,6.0,60.0,28.0,2.5,450
952,SALTY_LIQUORICE,Salty liquorice,rice,international,100,130,2.7,28.0,0.3,0.4,1
953,LEMON_ICE_BOX_PIE,Lemon ice box pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
954,KNICKERBOCKER_GLORY,Knickerbocker glory,other,international,100,520,6.0,60.0,28.0,2.5,450
955,ZHAJIANGMIAN,Zhajiangmian,other,international,100,520,6.0,60.0,28.0,2.5,450
956,COBB_SALAD,Cobb salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
957,MISUA,Misua,other,international,100,520,6.0,60.0,28.0,2.5,450
958,SHOOFLY_PIE,Shoofly pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
959,BHAKRI,Bhakri,other,international,100,520,6.0,60.0,28.0,2.5,450
960,APPLE_CAKE,Apple cake,fruit,international,100,52,0.3,14.0,0.2,2.4,1
961,ORANGE_CHICKEN,Orange chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
962,JAMÓN_SERRANO,Jamón serrano,other,international,100,520,6.0,60.0,28.0,2.5,450
963,BUNDT_CAKE,Bundt cake,bread,international,100,265,9.0,49.0,3.2,2.7,491
964,BARA_BRITH,Bara brith,other,international,100,520,6.0,60.0,28.0,2.5,450
965,HOT_POT,Hot pot,other,international,100,520,6.0,60.0,28.0,2.5,450
966,KUNG_PAO_CHICKEN,Kung Pao chicken,chicken,chinese,100,239,27.0,0.0,14.0,0.0,82
967,MULUKHIYAH,Mulukhiyah,other,international,100,520,6.0,60.0,28.0,2.5,450
968,PITI,Piti,other,international,100,520,6.0,60.0,28.0,2.5,450
969,DOUBLE_KA_MEETHA,Double ka meetha,other,international,100,520,6.0,60.0,28.0,2.5,450
970,CHOILA,Choila,other,international,100,520,6.0,60.0,28.0,2.5,450
971,MOUSTALEVRIA,Moustalevria,other,international,100,520,6.0,60.0,28.0,2.5,450
972,ARIZONA_CHEESE_CRISP,Arizona cheese crisp,cheese,international,100,402,25.0,1.3,33.0,0.0,621
973,RICE_KRISPIES_TREATS,Rice Krispies Treats,rice,international,100,130,2.7,28.0,0.3,0.4,1
974,LIANGPI,Liangpi,other,international,100,520,6.0,60.0,28.0,2.5,450
975,PRINSKORV,Prinskorv,other,international,100,520,6.0,60.0,28.0,2.5,450
976,SALMOREJO,Salmorejo,other,international,100,520,6.0,60.0,28.0,2.5,450
977,CHICKEN_FRANÇAISE,Chicken Française,chicken,international,100,239,27.0,0.0,14.0,0.0,82
978,FLÄSKKORV,Fläskkorv,other,international,100,520,6.0,60.0,28.0,2.5,450
979,GLORIFIED_RICE,Glorified rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
980,_M_04ZZSVG,/m/04zzsvg,other,international,100,520,6.0,60.0,28.0,2.5,450
981,STINKY_TOFU,Stinky tofu,other,international,100,520,6.0,60.0,28.0,2.5,450
982,MUFFULETTA,Muffuletta,other,international,100,520,6.0,60.0,28.0,2.5,450
983,SOY_SAUCE_CHICKEN,Soy sauce chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
984,CHICKEN_FINGERS,Chicken fingers,chicken,international,100,239,27.0,0.0,14.0,0.0,82
985,PECAN_PIE,Pecan pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
986,EBA,Eba,other,international,100,520,6.0,60.0,28.0,2.5,450
987,PARFAIT,Parfait,other,international,100,520,6.0,60.0,28.0,2.5,450
988,NDOLÉ,Ndolé,other,international,100,520,6.0,60.0,28.0,2.5,450
989,CHEESE_SANDWICH,Cheese sandwich,cheese,international,100,402,25.0,1.3,33.0,0.0,621
990,CARNE_DE_VINHA_D'ALHOS,Carne de vinha d'alhos,other,international,100,520,6.0,60.0,28.0,2.5,450
991,BOB_ANDY_PIE,Bob Andy pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
992,CINCINNATI_CHILI,Cincinnati chili,other,international,100,520,6.0,60.0,28.0,2.5,450
993,FRICO,Frico,other,international,100,520,6.0,60.0,28.0,2.5,450
994,TAPIOCA_PUDDING,Tapioca pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
995,MINESTRONE,Minestrone,other,international,100,520,6.0,60.0,28.0,2.5,450
996,BOXTY,Boxty,other,international,100,520,6.0,60.0,28.0,2.5,450
997,NAENGMYEON,Naengmyeon,other,international,100,520,6.0,60.0,28.0,2.5,450
998,SEVEN_LAYER_SALAD,Seven-layer salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
999,_M_0553TG,/m/0553tg,other,international,100,520,6.0,60.0,28.0,2.5,450
1000,CAWL,Cawl,other,international,100,520,6.0,60.0,28.0,2.5,450
1001,CHOCOLATE_PUDDING,Chocolate pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1002,HOTDISH,Hotdish,other,international,100,520,6.0,60.0,28.0,2.5,450
1003,CICCIOLI,Ciccioli,other,international,100,520,6.0,60.0,28.0,2.5,450
1004,DOUHUA,Douhua,other,international,100,520,6.0,60.0,28.0,2.5,450
1005,BERLINER,Berliner,other,international,100,520,6.0,60.0,28.0,2.5,450
1006,FRIED_FISH,Fried fish,fish,international,100,267,28.6,0.0,15.6,0.0,117
1007,APPLE_CRISP,Apple crisp,fruit,international,100,52,0.3,14.0,0.2,2.4,1
1008,BOUDIN,Boudin,other,international,100,520,6.0,60.0,28.0,2.5,450
1009,YUSHENG,Yusheng,other,international,100,520,6.0,60.0,28.0,2.5,450
1010,BABKA,Babka,other,international,100,520,6.0,60.0,28.0,2.5,450
1011,PIZZOCCHERI,Pizzoccheri,other,international,100,520,6.0,60.0,28.0,2.5,450
1012,WELSH_CAKE,Welsh cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1013,PARKER_HOUSE_ROLL,Parker House roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
1014,TRIPE_SOUP,Tripe soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
1015,CHIMICHANGA,Chimichanga,other,international,100,520,6.0,60.0,28.0,2.5,450
1016,JUCY_LUCY,Jucy Lucy,other,international,100,520,6.0,60.0,28.0,2.5,450
1017,DODGER_DOG,Dodger Dog,other,international,100,520,6.0,60.0,28.0,2.5,450
1018,PASTIERA,Pastiera,other,international,100,520,6.0,60.0,28.0,2.5,450
1019,HUARACHE,Huarache,other,international,100,520,6.0,60.0,28.0,2.5,450
1020,SOLKADHI,Solkadhi,other,international,100,520,6.0,60.0,28.0,2.5,450
1021,SCHUPFNUDEL,Schupfnudel,other,international,100,520,6.0,60.0,28.0,2.5,450
1022,WALDORF_PUDDING,Waldorf pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1023,HAREES,Harees,other,international,100,520,6.0,60.0,28.0,2.5,450
1024,ASH_RESHTEH,Ash reshteh,other,international,100,520,6.0,60.0,28.0,2.5,450
1025,CELERY_VICTOR,Celery Victor,other,international,100,520,6.0,60.0,28.0,2.5,450
1026,DIPLES,Diples,other,international,100,520,6.0,60.0,28.0,2.5,450
1027,KOMPOT,Kompot,other,international,100,520,6.0,60.0,28.0,2.5,450
1028,FRENCH_ONION_SOUP,French onion soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
1029,TRES_LECHES_CAKE,Tres leches cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1030,TORTA_CAPRESE,Torta caprese,other,international,100,520,6.0,60.0,28.0,2.5,450
1031,BLACK_FOREST_GATEAU,Black Forest gateau,other,international,100,520,6.0,60.0,28.0,2.5,450
1032,PÂTÉ_AUX_POMMES_DE_TERRE,Pâté aux pommes de terre,other,international,100,520,6.0,60.0,28.0,2.5,450
1033,LÂPA,Lâpa,other,international,100,520,6.0,60.0,28.0,2.5,450
1034,BÜNDNER_NUSSTORTE,Bündner Nusstorte,other,international,100,520,6.0,60.0,28.0,2.5,450
1035,HACHEE,Hachee,other,international,100,520,6.0,60.0,28.0,2.5,450
1036,SPAGHETTI_AGLIO_E_OLIO,Spaghetti aglio e olio,pasta,international,100,131,5.0,25.0,1.1,1.8,6
1037,WHOOPIE_PIE,Whoopie pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1038,AIS_KACANG,Ais kacang,other,international,100,520,6.0,60.0,28.0,2.5,450
1039,CHERMOULA,Chermoula,other,international,100,520,6.0,60.0,28.0,2.5,450
1040,GADO_GADO,Gado-gado,other,international,100,520,6.0,60.0,28.0,2.5,450
1041,MERGUEZ,Merguez,other,international,100,520,6.0,60.0,28.0,2.5,450
1042,SNICKERS_SALAD,Snickers salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
1043,GIOUVETSI,Giouvetsi,other,international,100,520,6.0,60.0,28.0,2.5,450
1044,KHARCHO,Kharcho,other,international,100,520,6.0,60.0,28.0,2.5,450
1045,CHICKEN_FRIED_BACON,Chicken fried bacon,chicken,international,100,310,35.1,0.0,18.2,0.0,106
1046,DESSERT_BAR,Dessert bar,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1047,COULIBIAC,Coulibiac,other,international,100,520,6.0,60.0,28.0,2.5,450
1048,THIEBOUDIENNE,Thieboudienne,other,international,100,520,6.0,60.0,28.0,2.5,450
1049,RABRI,Rabri,other,international,100,520,6.0,60.0,28.0,2.5,450
1050,SAPIN_SAPIN,Sapin-sapin,other,international,100,520,6.0,60.0,28.0,2.5,450
1051,SEALED_CRUSTLESS_SANDWICH,Sealed crustless sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
1052,CARNE_ASADA,Carne asada,other,international,100,520,6.0,60.0,28.0,2.5,450
1053,COYOTAS,Coyotas,other,international,100,520,6.0,60.0,28.0,2.5,450
1054,CHOCOLATE_COVERED_BACON,Chocolate-covered bacon,pork,international,100,242,27.0,0.0,14.0,0.0,62
1055,STROOPWAFEL,Stroopwafel,other,international,100,520,6.0,60.0,28.0,2.5,450
1056,GRAVLAX,Gravlax,other,international,100,520,6.0,60.0,28.0,2.5,450
1057,POT_PIE,Pot pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1058,GHORMEH_SABZI,Ghormeh sabzi,other,international,100,520,6.0,60.0,28.0,2.5,450
1059,SURF_AND_TURF,Surf and turf,other,international,100,520,6.0,60.0,28.0,2.5,450
1060,BRUNSWICK_STEW,Brunswick stew,soup,international,100,32,1.3,5.8,0.6,0.5,343
1061,MITITEI,Mititei,other,international,100,520,6.0,60.0,28.0,2.5,450
1062,FLUFFERNUTTER,Fluffernutter,other,international,100,520,6.0,60.0,28.0,2.5,450
1063,KHAJA,Khaja,other,international,100,520,6.0,60.0,28.0,2.5,450
1064,STOTTIE_CAKE,Stottie cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1065,LONDON_BROIL,London broil,other,international,100,520,6.0,60.0,28.0,2.5,450
1066,FASOLADA,Fasolada,other,international,100,520,6.0,60.0,28.0,2.5,450
1067,STRUDEL,Strudel,other,international,100,520,6.0,60.0,28.0,2.5,450
1068,ØLLEBRØD,Øllebrød,other,international,100,520,6.0,60.0,28.0,2.5,450
1069,TAMAGO_KAKE_GOHAN,Tamago kake gohan,other,international,100,520,6.0,60.0,28.0,2.5,450
1070,HOT_WATER_CORN_BREAD,Hot water corn bread,bread,international,100,265,9.0,49.0,3.2,2.7,491
1071,PHILIPPINE_ADOBO,Philippine adobo,other,international,100,520,6.0,60.0,28.0,2.5,450
1072,HULATANG,Hulatang,other,international,100,520,6.0,60.0,28.0,2.5,450
1073,DYRLÆGENS_NATMAD,Dyrlægens natmad,other,international,100,520,6.0,60.0,28.0,2.5,450
1074,CHISTORRA,Chistorra,other,international,100,520,6.0,60.0,28.0,2.5,450
1075,POLKAGRIS,Polkagris,other,international,100,520,6.0,60.0,28.0,2.5,450
1076,GALBI_TANG,Galbi-tang,other,international,100,520,6.0,60.0,28.0,2.5,450
1077,MROUZIA,Mrouzia,other,international,100,520,6.0,60.0,28.0,2.5,450
1078,GOPCHANG_JEONGOL,Gopchang-jeongol,other,international,100,520,6.0,60.0,28.0,2.5,450
1079,MIANG_KHAM,Miang kham,pork,international,100,242,27.0,0.0,14.0,0.0,62
1080,CLAMS_CASINO,Clams casino,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1081,NANBANZUKE,Nanbanzuke,other,international,100,520,6.0,60.0,28.0,2.5,450
1082,DRIPPING_CAKE,Dripping cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1083,COOKIE_SALAD,Cookie salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
1084,USAL,Usal,other,international,100,520,6.0,60.0,28.0,2.5,450
1085,MANDU_GUK,Mandu-guk,other,international,100,520,6.0,60.0,28.0,2.5,450
1086,SMALAHOVE,Smalahove,other,international,100,520,6.0,60.0,28.0,2.5,450
1087,KOKIS,Kokis,other,international,100,520,6.0,60.0,28.0,2.5,450
1088,ORI_TANG,Ori-tang,other,international,100,520,6.0,60.0,28.0,2.5,450
1089,PAKHALA,Pakhala,other,international,100,520,6.0,60.0,28.0,2.5,450
1090,CREAM_PIE,Cream pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1091,BUTAJIRU,Butajiru,other,international,100,520,6.0,60.0,28.0,2.5,450
1092,NEW_ENGLAND_BOILED_DINNER,New England boiled dinner,other,international,100,416,4.8,48.0,22.4,2.0,360
1093,CHHENA_JALEBI,Chhena jalebi,other,international,100,520,6.0,60.0,28.0,2.5,450
1094,PASTITSIO,Pastitsio,other,international,100,520,6.0,60.0,28.0,2.5,450
1095,PANUCHO,Panucho,other,international,100,520,6.0,60.0,28.0,2.5,450
1096,CHHENA_KHEERI,Chhena kheeri,other,international,100,520,6.0,60.0,28.0,2.5,450
1097,KIFLI,Kifli,other,international,100,520,6.0,60.0,28.0,2.5,450
1098,SOLYANKA,Solyanka,other,international,100,520,6.0,60.0,28.0,2.5,450
1099,SADHYA,Sadhya,other,international,100,520,6.0,60.0,28.0,2.5,450
1100,CULLEN_SKINK,Cullen skink,other,international,100,520,6.0,60.0,28.0,2.5,450
1101,HAVREGRYNSKUGLE,Havregrynskugle,other,international,100,520,6.0,60.0,28.0,2.5,450
1102,HARIRA,Harira,other,international,100,520,6.0,60.0,28.0,2.5,450
1103,CORNISH_GAME_HEN,Cornish game hen,other,international,100,520,6.0,60.0,28.0,2.5,450
1104,BEEF_ON_WECK,Beef on weck,beef,international,100,250,26.0,0.0,15.0,0.0,72
1105,TOMPOUCE,Tompouce,other,international,100,520,6.0,60.0,28.0,2.5,450
1106,CALDO_DE_SIETE_MARES,Caldo de siete mares,other,international,100,520,6.0,60.0,28.0,2.5,450
1107,MILLIONBØF,Millionbøf,other,international,100,520,6.0,60.0,28.0,2.5,450
1108,CHICAGO_STYLE_HOT_DOG,Chicago-style hot dog,other,american,100,520,6.0,60.0,28.0,2.5,450
1109,RISALAMANDE,Risalamande,other,international,100,520,6.0,60.0,28.0,2.5,450
1110,ALINAZIK_KEBAB,Alinazik kebab,other,middle_eastern,100,520,6.0,60.0,28.0,2.5,450
1111,MEDISTERPØLSE,Medisterpølse,other,international,100,520,6.0,60.0,28.0,2.5,450
1112,SARSON_DA_SAAG,Sarson da saag,other,international,100,520,6.0,60.0,28.0,2.5,450
1113,LIANGFEN,Liangfen,other,international,100,520,6.0,60.0,28.0,2.5,450
1114,PISTOLETTE,Pistolette,other,international,100,520,6.0,60.0,28.0,2.5,450
1115,STEAMED_CLAMS,Steamed clams,seafood,international,100,79,16.0,0.0,1.4,0.0,88
1116,ULAM,Ulam,other,international,100,520,6.0,60.0,28.0,2.5,450
1117,KHEER,Kheer,other,international,100,520,6.0,60.0,28.0,2.5,450
1118,TLACOYO,Tlacoyo,other,international,100,520,6.0,60.0,28.0,2.5,450
1119,TARATOR,Tarator,other,international,100,520,6.0,60.0,28.0,2.5,450
1120,_M_061PTQ,/m/061ptq,other,international,100,520,6.0,60.0,28.0,2.5,450
1121,_M_062P8X,/m/062p8x,other,international,100,520,6.0,60.0,28.0,2.5,450
1122,COCHINITA_PIBIL,Cochinita pibil,other,international,100,520,6.0,60.0,28.0,2.5,450
1123,BUDDHA_JUMPS_OVER_THE_WALL,Buddha Jumps Over the Wall,other,international,100,520,6.0,60.0,28.0,2.5,450
1124,SFOUF,Sfouf,other,international,100,520,6.0,60.0,28.0,2.5,450
1125,HAM_AND_CHEESE_SANDWICH,Ham and cheese sandwich,pork,international,100,242,27.0,0.0,14.0,0.0,62
1126,"""PEANUT_BUTTER","""Peanut butter",other,international,100,520,6.0,60.0,28.0,2.5,450
1127,"""BACON","""Bacon",pork,international,100,242,27.0,0.0,14.0,0.0,62
1128,CHICKEN_KARAHI,Chicken karahi,chicken,international,100,239,27.0,0.0,14.0,0.0,82
1129,MAPLE_BACON_DONUT,Maple bacon donut,pork,international,100,242,27.0,0.0,14.0,0.0,62
1130,LITTI,Litti,other,international,100,520,6.0,60.0,28.0,2.5,450
1131,NAM_KHAO,Nam Khao,other,international,100,520,6.0,60.0,28.0,2.5,450
1132,NAM_TOK,Nam tok,other,international,100,520,6.0,60.0,28.0,2.5,450
1133,BAOZI,Baozi,other,international,100,520,6.0,60.0,28.0,2.5,450
1134,KIBBEH,Kibbeh,other,international,100,520,6.0,60.0,28.0,2.5,450
1135,KUSHARI,Kushari,other,international,100,520,6.0,60.0,28.0,2.5,450
1136,JIUNIANG,Jiuniang,other,international,100,520,6.0,60.0,28.0,2.5,450
1137,_M_06603BL,/m/06603bl,other,international,100,520,6.0,60.0,28.0,2.5,450
1138,MACHHER_JHOL,Machher Jhol,other,international,100,520,6.0,60.0,28.0,2.5,450
1139,FAHSA,Fahsa,other,international,100,520,6.0,60.0,28.0,2.5,450
1140,MYSORE_PAK,Mysore pak,other,international,100,520,6.0,60.0,28.0,2.5,450
1141,CHALUPA,Chalupa,other,international,100,520,6.0,60.0,28.0,2.5,450
1142,SWISS_ROLL,Swiss roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
1143,BALKENBRIJ,Balkenbrij,other,international,100,520,6.0,60.0,28.0,2.5,450
1144,TORTAS_DE_ACEITE,Tortas de aceite,other,international,100,520,6.0,60.0,28.0,2.5,450
1145,POPOVER,Popover,other,international,100,520,6.0,60.0,28.0,2.5,450
1146,FALOODA,Falooda,other,international,100,520,6.0,60.0,28.0,2.5,450
1147,MACARONI_SALAD,Macaroni salad,pasta,international,100,131,5.0,25.0,1.1,1.8,6
1148,BARBACOA,Barbacoa,other,international,100,520,6.0,60.0,28.0,2.5,450
1149,HUSHPUPPY,Hushpuppy,other,international,100,520,6.0,60.0,28.0,2.5,450
1150,LUTHER_BURGER,Luther Burger,burger,american,100,295,17.0,24.0,14.0,1.2,396
1151,RAGOUT,Ragout,other,international,100,520,6.0,60.0,28.0,2.5,450
1152,BÁNH_BAO,Bánh bao,other,international,100,520,6.0,60.0,28.0,2.5,450
1153,MORONGA,Moronga,other,international,100,520,6.0,60.0,28.0,2.5,450
1154,HAYASHI_RICE,Hayashi rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
1155,ZÜRCHER_GESCHNETZELTES,Zürcher Geschnetzeltes,other,international,100,520,6.0,60.0,28.0,2.5,450
1156,ÉCLAIR,Éclair,other,international,100,520,6.0,60.0,28.0,2.5,450
1157,COLCANNON,Colcannon,other,international,100,520,6.0,60.0,28.0,2.5,450
1158,BEAR_CLAW,Bear claw,other,international,100,520,6.0,60.0,28.0,2.5,450
1159,FRANCESINHA,Francesinha,other,international,100,520,6.0,60.0,28.0,2.5,450
1160,WAT,Wat,other,international,100,520,6.0,60.0,28.0,2.5,450
1161,LOCO_MOCO,Loco moco,other,international,100,520,6.0,60.0,28.0,2.5,450
1162,HOT_MILK_CAKE,Hot milk cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1163,HOE,Hoe,other,international,100,520,6.0,60.0,28.0,2.5,450
1164,GORDITA,Gordita,other,international,100,520,6.0,60.0,28.0,2.5,450
1165,MACARON,Macaron,other,international,100,520,6.0,60.0,28.0,2.5,450
1166,PEPPERONI_ROLL,Pepperoni roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
1167,RASGULLA,Rasgulla,other,international,100,520,6.0,60.0,28.0,2.5,450
1168,ANGEL_WINGS,Angel wings,other,international,100,520,6.0,60.0,28.0,2.5,450
1169,HUEVOS_RANCHEROS,Huevos rancheros,other,international,100,520,6.0,60.0,28.0,2.5,450
1170,CAPRESE_SALAD,Caprese salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
1171,KOMBDI_VADE,Kombdi vade,other,international,100,520,6.0,60.0,28.0,2.5,450
1172,YONG_TAU_FOO,Yong tau foo,other,international,100,520,6.0,60.0,28.0,2.5,450
1173,CHAI_TOW_KWAY,Chai tow kway,other,international,100,520,6.0,60.0,28.0,2.5,450
1174,MACHACA,Machaca,other,international,100,520,6.0,60.0,28.0,2.5,450
1175,UGALI,Ugali,other,international,100,520,6.0,60.0,28.0,2.5,450
1176,ARRÒS_NEGRE,Arròs negre,other,international,100,520,6.0,60.0,28.0,2.5,450
1177,KIMCHI_FRIED_RICE,Kimchi fried rice,rice,chinese,100,169,3.5,36.4,0.4,0.5,1
1178,FRYBREAD,Frybread,bread,international,100,265,9.0,49.0,3.2,2.7,491
1179,HALO_HALO,Halo-halo,other,international,100,520,6.0,60.0,28.0,2.5,450
1180,SHIOKARA,Shiokara,other,international,100,520,6.0,60.0,28.0,2.5,450
1181,JANSSONS_FRESTELSE,Janssons frestelse,other,international,100,520,6.0,60.0,28.0,2.5,450
1182,HOT_BROWN,Hot Brown,other,international,100,520,6.0,60.0,28.0,2.5,450
1183,TORTA,Torta,other,international,100,520,6.0,60.0,28.0,2.5,450
1184,ĆEVAPI,Ćevapi,other,international,100,520,6.0,60.0,28.0,2.5,450
1185,SALT_WATER_TAFFY,Salt water taffy,other,international,100,520,6.0,60.0,28.0,2.5,450
1186,ÇILBIR,Çılbır,other,international,100,520,6.0,60.0,28.0,2.5,450
1187,MURTABAK,Murtabak,other,international,100,520,6.0,60.0,28.0,2.5,450
1188,TAHU_GORENG,Tahu goreng,other,international,100,520,6.0,60.0,28.0,2.5,450
1189,SOTO_AYAM,Soto ayam,other,international,100,520,6.0,60.0,28.0,2.5,450
1190,MEE_SIAM,Mee siam,other,international,100,520,6.0,60.0,28.0,2.5,450
1191,SUBMARINE_SANDWICH,Submarine sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
1192,HALUŠKY,Halušky,other,international,100,520,6.0,60.0,28.0,2.5,450
1193,KIMCHI_JJIGAE,Kimchi-jjigae,other,international,100,520,6.0,60.0,28.0,2.5,450
1194,FISH_BALL,Fish ball,fish,international,100,206,22.0,0.0,12.0,0.0,90
1195,BLODPALT,Blodpalt,other,international,100,520,6.0,60.0,28.0,2.5,450
1196,LEBANON_BOLOGNA,Lebanon bologna,other,international,100,520,6.0,60.0,28.0,2.5,450
1197,OKROSHKA,Okroshka,other,international,100,520,6.0,60.0,28.0,2.5,450
1198,LINZER_TORTE,Linzer torte,other,international,100,520,6.0,60.0,28.0,2.5,450
1199,SHRIKHAND,Shrikhand,other,international,100,520,6.0,60.0,28.0,2.5,450
1200,YAKINIKU,Yakiniku,other,international,100,520,6.0,60.0,28.0,2.5,450
1201,HUEVOS_DIVORCIADOS,Huevos divorciados,other,international,100,520,6.0,60.0,28.0,2.5,450
1202,NIHARI,Nihari,other,international,100,520,6.0,60.0,28.0,2.5,450
1203,SAUTÉED_REINDEER,Sautéed reindeer,other,international,100,520,6.0,60.0,28.0,2.5,450
1204,HASTY_PUDDING,Hasty pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1205,MISSION_BURRITO,Mission burrito,other,mexican,100,520,6.0,60.0,28.0,2.5,450
1206,SWEET_AND_SOUR_PORK,Sweet and sour pork,pork,international,100,242,27.0,0.0,14.0,0.0,62
1207,RØDGRØD,Rødgrød,other,international,100,520,6.0,60.0,28.0,2.5,450
1208,BOOYAH,Booyah,other,international,100,520,6.0,60.0,28.0,2.5,450
1209,BIENENSTICH,Bienenstich,other,international,100,520,6.0,60.0,28.0,2.5,450
1210,DRESSED_HERRING,Dressed herring,other,international,100,520,6.0,60.0,28.0,2.5,450
1211,NEW_YORK_STYLE_PIZZA,New York-style pizza,pizza,italian,100,266,11.0,33.0,10.0,2.3,598
1212,BISTEK,Bistek,other,international,100,520,6.0,60.0,28.0,2.5,450
1213,SINIGANG,Sinigang,other,international,100,520,6.0,60.0,28.0,2.5,450
1214,FIOS_DE_OVOS,Fios de ovos,other,international,100,520,6.0,60.0,28.0,2.5,450
1215,VITELLO_TONNATO,Vitello tonnato,other,international,100,520,6.0,60.0,28.0,2.5,450
1216,BISQUE,Bisque,other,international,100,520,6.0,60.0,28.0,2.5,450
1217,_M_06W9WV4,/m/06w9wv4,other,international,100,520,6.0,60.0,28.0,2.5,450
1218,MODAK,Modak,other,international,100,520,6.0,60.0,28.0,2.5,450
1219,NEW_HAVEN_STYLE_PIZZA,New Haven-style pizza,pizza,italian,100,266,11.0,33.0,10.0,2.3,598
1220,CALIFORNIA_STYLE_PIZZA,California-style pizza,pizza,italian,100,266,11.0,33.0,10.0,2.3,598
1221,WRAP,Wrap,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
1222,PURI,Puri,other,international,100,520,6.0,60.0,28.0,2.5,450
1223,JAMÓN,Jamón,other,international,100,520,6.0,60.0,28.0,2.5,450
1224,KHASH,Khash,other,international,100,520,6.0,60.0,28.0,2.5,450
1225,BEEF_BOURGUIGNON,Beef bourguignon,beef,international,100,250,26.0,0.0,15.0,0.0,72
1226,TRUFFADE,Truffade,other,international,100,520,6.0,60.0,28.0,2.5,450
1227,BÒ_NƯỚNG_LÁ_LỐT,Bò nướng lá lốt,other,international,100,520,6.0,60.0,28.0,2.5,450
1228,FUL_MEDAMES,Ful medames,other,international,100,520,6.0,60.0,28.0,2.5,450
1229,ALIGOT,Aligot,other,international,100,520,6.0,60.0,28.0,2.5,450
1230,KOLACH,Kolach,other,international,100,520,6.0,60.0,28.0,2.5,450
1231,GUAIWEI,Guaiwei,other,international,100,520,6.0,60.0,28.0,2.5,450
1232,KESME,Kesme,other,international,100,520,6.0,60.0,28.0,2.5,450
1233,FUNERAL_POTATOES,Funeral potatoes,other,international,100,520,6.0,60.0,28.0,2.5,450
1234,SUSHI,Sushi,other,japanese,100,520,6.0,60.0,28.0,2.5,450
1235,ARANCINI,Arancini,other,international,100,520,6.0,60.0,28.0,2.5,450
1236,CREAMED_CORN,Creamed corn,other,international,100,520,6.0,60.0,28.0,2.5,450
1237,MOZZARELLA_STICKS,Mozzarella sticks,other,international,100,520,6.0,60.0,28.0,2.5,450
1238,AMERICAN_GOULASH,American goulash,other,international,100,520,6.0,60.0,28.0,2.5,450
1239,GOFIO,Gofio,other,international,100,520,6.0,60.0,28.0,2.5,450
1240,SOUP_ALLA_CANAVESE,Soup alla Canavese,soup,international,100,32,1.3,5.8,0.6,0.5,343
1241,RED_BEANS_AND_RICE,Red beans and rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
1242,RÖSSYPOTTU,Rössypottu,other,international,100,520,6.0,60.0,28.0,2.5,450
1243,FLÄSKPANNKAKA,Fläskpannkaka,other,international,100,520,6.0,60.0,28.0,2.5,450
1244,HYDERABADI_BIRYANI,Hyderabadi biryani,rice,indian,100,130,2.7,28.0,0.3,0.4,1
